"treat","text"
0,"Entering any country illegally is wrong. He must face consequences for his wrong actions"
0,"First it should be determined why he illegally entered the country. Was it for work or to escape troubles in his own country. Or was it for criminal reasons.
Second, only after determining the man's reason for illegal entry should it then be decided if he deserves to be sent to prison and then actually is or is not."
1,"He entered illegaly he should be jailed. Since he has a violent pass he should be jailed."
0,"I don't think detaining him here on our soil quite fits the crime. I'm entirely against illegal immigration, no matter the reason, but I think the punishment for illegally entering the country for a first time offender should be deportation (at their expense, if possible) and a ban from returning. If he were a repeat offender, who attempted or snuck back in after being told to leave and stay out, then I could see stepping up the punishment to imprisonment."
1,"The  person has a record of multiple violent offences and is therefore a repeat offender.  It would be justified for he U.S. government to once again jail and than deport this person."
0,"He should be deported. Why should we pay to house him in our prison system?"
1,"Yes, he has prior sentences to prison for one. For two, he was already deported and decided to sneak back into the US of A. He should either be deported again or sent to prison."
0,"They broke the law. That is al."
1,"It depends on if the man committed a crime other than entering the country. Our prisons are already over crowded, if he just entered illegally then he should be deported and warmed if he is caught entering again he would be sent to prison."
0,"He committed a crime by coming into the country illegally. Others do it the proper way and we do it the proper way when we visit other countries so if a person can not come into the country the legal way and they are caught then yes they should be sentenced to jail time for the offense."
0,"While I think that all immigrants should follow the rules to get here they simply cannot arrest him when so many others do it. I think he should be held somewhere and made to immigrate legally. Maybe he could be used in a working position to patrol the border. It employs him and shows he can be a benefit as well as allows him to legally be a citizen."
0,"He should not be punished. Because he is not committed any such mistakes in the past. Unfortunately this is the first time he has committed such mistake. So he can not be punished."
0,"Due to the fact that he has no record and the fact that imprisoning this man will cause financial burden on him and the US, I think that the US should not give this man a prison sentence. The US should extradite this man to his home country and let them decide how or if he should be punished. "
1,"I think he should because, one, he is a repeat offender of entering the country illegally.  Also, two, he is a violent offender as well."
0,"Simply setting foot illegally in the United States is not grounds for imprisonment. What the government should do is house them at the local embassy for his country. Then interview him as to why he did not choose to explore the options available prior to illegally setting foot into the United States as opposed to do it the right way."
0,"I do not believe that illegally entering the United States should be a crime punishable with prison sentences. Our prison system is terrible and should be reserved for true criminals. If you want to control the flow of illegal immigration then send them back to the countries from which they came."
1,"I think that he should serve a medium or short sentence, maybe 30 days. This should be thought of as a deterrent to entering the US illegally. Then he should be deported."
0,"He should be deported. It's not necessary to criminalize behavior that has no direct victim."
0,"If the person has a job and never committed any crimes, they shouldn't be sent back. We need hard working people in America."
0,"The man did not hurt anyone and should be sent back to their country. If people who don't like illegals don't want them coming in and 'stealing' our money, why let tax money to funding them in prison?"
1,"He should be sent to prison, then the US government should deport him back to his home country. This may deter him from illegally entering the country again."
1,"He should go back to prison because he commited a violent crime. He should stay more than 2 years in prison."
1,"THE PERSON  CAN BE ALLOWED TO STAY IN US"
0,"I don't think the man should be sentenced to jail because he didn't do anything wrong. I think that they should do tests and interrogate him though."
1,"I don't think entering the country illegally should be grounds for jail time. If they feel he should serve any kind of punishment, they should send him back to his own country, and advise that he has broken the law in a foreign country. Maybe it will have repercussions on his life in his home country. But there is no reason we should keep concerning ourselves with this person."
1,"I feel given the past of the individual and being that he is a repeat offender, the government should certainly deport this person back to his home country and then he should be tried and should be sent to prison if he is indeed found to be guilty. I don not feel that the US government has the right to trial, however, given the person is not a citizen."
1,"I think he should be deported, but not put into prison. His current crime is non-violent and has nothing to do with his previous crimes. We cannot continue to punish people for previous crimes after they have paid their debt to society."
1,"Which prison are we talking about? I don't want them in one in the US, but I would be fine with them going to prison again in the country that they came from. They should be sent back. That's my opinion."
0,"They should be sent to INS to be interviewed and determine why they came here."
1,"he was already involving crime. so that person never enters the united states. if he enters into them he should be go to prison."
0,"I feel he should not serve time in prison as this is his only crime. I feel deporting him to his home country would be more appropriate"
1,"What if he is reformed from this crime. Illegally entering the country doesn't seem like the type of crime that should earn such a harsh punishment."
0,"He seems like an outstanding citizen in his country. If this person did not commit any crime however he should probably need to be deported. He needs to follow to law like everyone else."
0,"Because as it is the first time that made a mistake of that degree it should not be so punished"
1,"He came here illegally in the first place, that means he doesn't respect our law regarding immigration. We are not against immigrant, were against people coming here illegally. Not only that he's been in prison for a violent crime and been deported. He should be send back to his country and put in prison. IF his country won't accept him then cut the aid for that country so they'll start taking their bad people.  "
0,"He shouldn't do time because it is not that serious. He has never committed another crime so they need to be lenient."
1,"I really think this person needs more compassion. Prison will not help him and will cost more money."
0,"The US government should send this man back to his country or fine him, or give him community service. Imprisonment is expensive and just exposes him to hardened criminals."
0,"He broke the law and there are penalties for committing a crime.  He needs to return or be sent back."
0,"If no prior crimes have been committed he should not be in prison. Deportation will be more appropriate"
1,"I don't think putting him back in jail would be a deterrent for him.  He has already been in jail twice and deported once, but he still came back into the country.  He should be deported again. While that may not keep him from trying to enter illegally again, he shouldn't be allowed to stay, unless there were extenuating circumstances (such as a short-term visit a dying relative, etc.)."
1,"Not only is this dude illegal, butt he's also a convicted criminal. This only gives more reason for him to be imprisoned. He should go to prison."
0,"Entering a country should not be a crime. I strongly feel that we should have open borders.  The government should instead of punishing such people provide a path to citizenship if that is what such a person wants.  And if the person is not seeking same, the government should still treat them right and let them in."
1,"He had already been deported once, and one of the sentences was for a violent crime. He should be deported again and have to pay a fine."
1,"This person has a history of being violent and it is clear that he is no ordinary person from that past. He should be imprisoned and deported as he refuses to follow legal immigration paths and his history is a poor indicator of his ability to be a successful resident."
0,"It depends on the situation. If this person is trying to enter the United States because of a catastrophic issue in their country (famine, genocide, etc.) then they have a legitimate reason to try to flee their homeland. However, if they do not have an extreme situation similar to the ones that I have listed then yes, they should be imprisoned."
1,"I think everyone should get a second chance no matter who they are"
0,"It's absurd. The penalty for being in the country illegally should not be to force him to stay. Ridiculous. I don't even think he should be deported."
1,"HE IS A CRIMINAL AND THEREFORE SHOULD GO TO JAIL FOR SUCH REASON THAT DEPENDS ON THE AUTHORITIES THAT JUDGE IT OR NOT"
1,"I believe that he should not be sentenced to a term in a US prison.  I believe he should be deported.  Housing a prisoner is very expensive, and the US should not have to bear this cost."
1,"He should be sent back to his country and banned from entering the US or any of its territories."
0,"Because I don't think that's a crime that should be punishable by imprisonment.  It sounds like he has not had any other offenses; I see no reason to imprison him for this one."
0,"they should help with his citizenship process. As we should be a free country"
0,"I don't think he should be put in prison since he is just like any other illegal immigrant who is just looking for a better life.  He should probably be sent back to his home country and the authorities there will have a better idea of how he should be punished."
0,"I do not know enough about this man to know whether or not he should be imprisoned. Was he found entering the United States with illegal drugs or contraband, or was he entering the United States for instance because he feared for his life in his home country? In almost all cases I do not believe this individual should be sent to prison just for entering the country illegally. "
0,"I believe anyone who commits a crime should serve time in prison. Without consequences crime would run rampant."
1,"I don't want to pay for this person to be in prison.  Sending him to prison won't change his behavior.  I think he should be deported to his country of origin and let them deal with it."
0,"I dont think that we should make him a taxpayer burden. In this, he should be sent back to the country he came from"
0,"If the person has done nothing to cause prior entry in jail, I don't see a problem that is large enough to focus on him over murderers or rapists. He just wants to better himself, maybe his family, and doesn't belong in prison because of that. There are far more serious issues to focus on. "
0,""
1,"I think that he should be deported again. It's costly to house prisoners that are citizens of the United States. We should not have to do it for people who are not citizens."
0,"He should not be sent to prison as he is not a criminal. He didn't hurt anyone. Contrary to what popular conservative opinion is at the moment the simple existence of an immigrant causes no one and nothing any harm. The US government can deport him. He can go home to is own country and move on with his life. Although I do not have anything against immigrants and do not want them harmed, I still think that the uncontrolled immigration into the country needs to stop. "
1,"It's hard to say weather he should be sent to prison or deported. If the crime is serious enough, I would give him both choice, deportation and prison."
1,"He should be deported. We should waste money and space in our prisons for someone that is not a from the U.S."
1,"If the person is convicted of a crime that has a prison sentence attached to it, and has previously been convicted of a violent offense, I don't see why a prison sentence should be out of the question."
1,"Hr obviously has no authority for the law. He's already gotten deported to his home country for a violent crime, and had been in prison another time as well."
1,"I feel like his previous convictions were from the past, so it wouldn't be fair to put him in prison for entering the U.S. illegally. The U.S should allow him into a program that gives him a fair chance to apply for citizenship and gain employment with housing."
0,"This young broke the law with his actions by violating the policy requirements for entering the country. The government should sentence him to prison and required to complete the necessary steps for legal immigration."
1,"His current crime is illegally entering the U.S. for which he should be deported."
1,"Frankly, if people are going to live in this country, they should abide by the moral and ethical laws.  If this person can't do that, he should be imprisoned so he can't illegally re-enter the country. "
0,"He had no previous record at all.  This is a severe punishment."
1,"I'm torn between the man spending time in prison here and then being deported, or immediately being deported. His prison time here would be paid for by taxpayers, and is unlikely to stop him from committing another crime in the future. However, he did commit a crime and should be punished accordingly."
0,"He should just be deported with a warning at the very least. He didnt do anything harmful that should warrant a prison sentence."
0,"If he has committed a crime in the USA then he must go to an american prison and then deported. That is the law!"
0,"I think he should be deported for this conviction. I think imprisonment is too harsh for this crime, especially considering that he has never been imprisoned before. "
1,"He is here illegally, he has committed multiple crimes. "
0,"Illegally entering another country is a serious crime and such people should be sent to prison so that others don't follow the same path."
0,"He entered the country illegally.  Since this is a big current issue, we have to be strict. "
0,"Send him back to his country.  He has no criminal record."
0,"The prisons are full of non-violent offenders. It costs too much money to keep these people in, and in addition, prison should be for rehabilitation, not punishment."
1,"Yes because he had served two previous prison sentences. He should pay for those actions."
0,"No,  I think he should be sent back to the original Country that he came from.  I think why should we pay tax dollars etc to jail him when he shouldn't even be here. "
1,"First off he is not suppose to be in this country. Second, violent crime !!"
1,"Well, first of all he is not a U.S. citizen, or even the citizen of any U.S. district, State, or territory (including Washington, D.C.). Second of all, he no longer has Jeffersonian-Westphalian rights, because he is no longer in the United States. Therefore, there are at least two good reasons that the United States government of right out to, should, and would do nothing at all."
1,"cause he's a violent criminal and should not be allowed to stay"
1,"He shouldn't be sent to prison because he hasn't violated laws that warrant imprisonment in the United States. He is here illegally, so he should be sent to be deported or possibly to a detention center as he awaits a hearing that will determine his eligibility to stay in the US."
1,"I would like to know more about the previous crimes, but it was mentioned that one was violent.  It seems that he has served time for those crimes already.  It seems that he should definitely be deported again, but i am not sure if he should go to jail again."
0,"I don't feel that the offender should be sent to a prison in the US - it's an unnecessary drain on our resources and our prisons are already overcrowded.  Although he did commit a crime by entering illegally, the punishment should simply be that he is deported back to his country of origin."
1,"The criminal should be detained and deported as soon as possible. His prior convictions are not important."
0,"Because I think there are better things to do with our law enforcement resources. For instance, focusing on those who are violent offenders. Also, if this guys here because he wants a better life. Can I really blame him? I don't know him. For all I know he could be a really good person."
1,"I feel that if they break a law here, such as illegally entering the country, they should be charged with the crime, and go to prison. There is no reason we should not enforce our law, just as any other country would. If I illegally go to Mexico or Canada, they will take me to prison, so when someone comes here they go to prison, too. "
0,"I do not believe he should be sent to jail, as it would force American taxpayers to support him. He should be deported."
0,"Penalized in some way, perhaps.  Fined, maybe.  Warehoused in some for-profit prison, where the tax payers are supporting his institutionalization - no way. "
0,"If anything they should just be sent back to there come country. There no reason to stress the US prison system and cost tax payers more money."
0,"Yes, while waiting for deportation.  It should be no longer than seven days. Deport him to his country."
0,"if we are going to deter illegal immigration we should strictly enforce the law and apply harsh penalties for violations."
0,"It costs taxpayer money to keep someone in prison.  Since it's an immigrant who did not actually commit any violent crime, there is no way to rehabilitate them."
1,"This offender should definitely be sent to prison. Not only is he not paying taxes like all other law-abiding citizens, but he has also proved himself to be a criminal. Further, he is not just any criminal, he has committed and served time for violent crime."
0,"It is illegal to enter a country. If it's illegal, he should be punished. I think that he should at least pay a fine and have to take steps to become a legal alien. "
0,"No one got hurt and no dangerous crime was committed. He should only be given a warning,"
1,"I think the person should be imprisoned or sent back to their home country. While I do believe we should be more open with our immigration policy, we need to be more strict with immigrants who have criminal backgrounds. We don't have to accept people who pose a risk to our safety."
1,"Political compromise is difficult in American democracy even though no one doubts it is necessary. It is difficult for many reasons, including the recent increase in political polarization that has been widely criticized. We argue that the resistance to compromise cannot be fully appreciated without understanding its source in the democratic process itself, especially as conducted in the U.S. The incursion of campaigning into governing in American democracy--the so called """"permanent campaign""""--encourages political attitudes and arguments that make compromise more difficult. These constitute what we call the uncompromising mindset, characterized by politicians' standing on principle and mistrusting opponents. This mindset is conducive to campaigning, but not to governing, because it stands in the way of necessary change and thereby biases the democratic process in favor of the status quo. The uncompromising mindset can be kept in check by an opposite cluster of attitudes and arguments--the compromising mindset--that inclines politicians to adapt their principles and respect their opponents. This mindset is more appropriate for governing, because it enables politicians more readily to recognize and act on opportunities for desirable compromise. We explore the dynamics of these mindsets by examining the processes that led to the compromises on tax reform in 1986 and health care reform in 2010."
1,"Should not go to jail because it is not a crime of such magnitid, as to be, and referring to the previous crimes should not influence, since already paid with jail said crimes, and can not be imputed or tried a person for crimes that They would have already paid."
1,"He is a repeat offender and apparently is unable to stop committing crimes. He'll likely again try to enter the US if simply deported and may not be caught next time. This would leave yet another violent criminal loose--he's caught, keep him that way."
1,"In the grand entered the country and is known as a violence person which has served to citizen decisions were made according to the court of law. He has tagged himself as being a menace to society. I do feel that this man cannot be trusted among the innocent people in this country and that he should be deported back to his native country."
1,"I think that the offender should not be sent to prison, he should only be deported back to his home country. Just because he had previous time in prison doesn't necessarily mean that he is still a criminal, however he should legally obtain citizenship in order to stay or he should be deported."
0,"Because it makes more sense to me to deport him.  Why should we have to pay for him to be imprisoned."
0,"The only people with any dibs on America are Native Americans.  We all had family land here so it makes no difference to me if your blood line arrived 200 years ago or two months ago.  This person broke no rule or crime that I think is legit."
0,"I would send the man back to his original country. I do not think jail time here would fit this type of crime."
1,"He already has a history of violence and had been deported. He acted threateningly by returning illegally. I think he should serve time in prison and then be deported again."
1,"This man needs to go to prison because he has a history of violent crime.Then he needs to be deported back to his country."
0,"I don't think he should be sent to prison. I think he should be deported immediately."
1,"The subject sounds like a lifetime offender. I believe that the US should deport him back to his county of origin."
0,"Because we have enough people locked up already. Also it's ridiculous that we car so much about immigration, legal or illegal."
1,"I say if he is illegal than again send him back to his own country. Seems like he can't stay out of trouble so he should be in jail but why cost us money when he isn't even a citizen? Send him back."
1,"The person should be in prison because he broke the immigration rules of the United States, he was deported and he entered in an illegal way again. If he was deported is because it was a threat to the country, and a person with the status of this man should take care about their actions, so he should be  for a short time and then deported."
1,"This man needs to be immediately deported, he should be sent to prison, but not in the United States.  He has already done time for being a violent offender, and it is just a matter of time until he really hurts someone.  But, it is not our problem, that is probally want he wants to stay here and let us take care of him."
0,"The us is based on immagration and many of the people here should be allowed to stay if they have no criminal record. They do many of the jobs that we don't want to."
1,"He broke the law and illegally entered the country. He also has a criminal history"
1,"If the charge is just entering the USA illegally, he should be deported again to his home country. If there are other criminal charges involved, he could go to jail here to do his time, and then be deported again."
0,"I think we have enough people in our prisons already. If you really want to punish someone for entering the US illegally, deport them. "
0,"This person did break the law and he does have to face consequences such as facing deportation.  He does not belong in prison since he did not have any prior criminal record."
0,""
1,"The man has clearly offended more than once. At this point, there is more than just what is shown at the surface. I think he should be rehabilitated."
1,"He is not a US Citizen.  He should be sent back to his home country after fulfilling  his punishment for his US offensive"
0,"The person should be given one more chance. The person should be fined a small sum of money and warned not to do the same act again."
0,"should kick him out of the country."
1,"This man violates the crime and need to be penalized by being sent to prison. This is how the justice system should  work."
1,"Since he was caught entering the United States illegally, I wouldn't imprison him in the US. I think the right decision would be to have him sent back to his home country to have his sentence carried out there. As for the trial, I don't think that should be carried out in the US either. The cost of the trial and the location should be in the home country as well."
1,"He should be jailed because he illegally entered the country, which means he has broken the law. If someone intentionally breaks the law, he is a criminal."
0,"He is a human being presumably looking for a better life, why should this individual be locked in a cage? "
1,"What is the point of using resources to keep this man in prison?"
0,"This type of behavior should be deterred. He should be sent back to his country. Imprisoning him here is a further drain on government money. Now, if he is caught here illegally again, then punitive action should be taken."
1,"Due to the immagrant convicted of a violent crime, and resulting in deportation, the process of re-entering the country is illegal. Being a illegal immigrant is risky, however being deported from our country results in a basic ban on entering the country. Due to this, the result should be a prison sentence."
1,"He has a prior violent crime violation. He also entered the country illegally and therefore should be punished."
0,"He should be deported but not imprisoned. He didn't do any wrong but needs to leave because we can't house the world."
1,"He should be deported and his country will deal with him"
1,"Normally I'm fine with illegal immigration, but the possibility of a repeat violent offense means I would be willing to support his incarceration. I would also consider deportation, depending on familial situations. "
0,"He should be sent to prison so he can be detained and then deported to his country. The government should deport him and not allow him a VISA since he illegally entered."
0,"If he was caught immediately after entering, I would say it would be fair to immediately send him back to wherever he came from (unless he was legitimately seeking asylum) - there's no reason to allow him to *stay*, but there's no reason to spend *our* money punitively keeping him in prison, either. He didn't harm anyone, and we've got better things, as a country, to do with our time and our money than ruining peoples' lives for trying to enter the US&gt; "
1," If he is guilty of violent crimes , we should just send him back rather than housing him here"
0,"And then after the prison sentence, the man should be deported.  Illegally entering the US is a serious violation of our safety.  Just because you don't have a criminal record doesn't mean you should be let off the hook.  If people found out that they wouldn't be punished for trying to sneak across the border, many more people would try it because they'd have nothing to lose."
1,"This person should be sent to prison for his apparent lack of understanding of immigration law. He has already entered the country illegally once before and was punished for it, and returned to attempt it again. "
1,"This person needs to be dealt with in some way but I wonder if he could be deported to be sentenced or handled in his country. Our prisons in the US are already full and imprisoning illegals is an expense for our country."
0,"They have no prior criminal offenses. They aren't going to be a threat to the public. We don't have room to imprison people for reasons like this."
0,"He should be sent back to the country he came from and apply to enter the country legally."
1,"This person has been a repeat offender. He has already been deported and illegally entered the country again."
0,"This person should be deported immediately and not allowed to enter the US again. He should also not be allowed to ever become a green card holder, resident or citizen because of his crime. If he is caught a second time then he should be imprisoned. I just don't think we are capable financially or logistically of imprisoning and caring fro thousands of illegal immigrants though they have committed a crime I take very seriously."
1,"I don't think someone should be sent to prison just for illegally entering the country. He should serve time for whatever violent offense he had been charged with."
1,"While I have a somewhat lenient view towards immigration that only comes into play when the immigrant is trying to make a better life for them self or family. This guy has committed at least one violent offense, on top of one other unknown charge, and this is his third strike. Jail one hundred percent. "
0,"I do not think a person should go to prison for entering our country illegally, if they do not have any prior criminal offenses. They are just trying to create a better life for themselves. Why should one infraction, and one which he didn't harm anyone, land him in prison."
0,"The person should be deported for illegally entering the Country, but not put into prison. Unless the person here illegally commits a violent crime, they shouldn't go to prison."
1,"He should go back to prison because he is study breaking them all and not trying to do better I believe in three strikes you're out."
0,"He should not be sent to prison because he harmed no one and did not harm any property. The U.S. government should ask why he entered illegally and take action based on his reasoning (i.e. He was looking for a better life so the government helps him get citizenship and allows him to live here in the meantime)."
1,"This man should be incarcerated because he committed a crime. He should also be incarcerated because he has a criminal record."
1,"It depends on the crime he committed."
0,"The U.S. government should not do anything to man. At the very most if the government is to take action they should deport this individual."
1,"He should get jail time. He should then be deported."
0,"He has committed no wrongdoing and should not be sent to prison. He should simply be sent back to his country of origin or given the opportunity to naturalize."
1,"Of course he should go to prison. That's what would happen anywhere else, and there's no reason it shouldn't happen in the U.S. Then, the offender should be deported."
0,"First of all it will cost us money. Second being in prison is not a fair punishment for wanting to join our country. Just return him to his country."
1,"I feel like he should have to undergo some kind of prison sentence. The reason being, he's already illegally entered this country before if he was deported before. Since he's not only repeatedly entered the country, but committed violent crimes, he can't just be let off free. I think if he had a criminal record, but it was non-violent, then I could see just deporting him, but the violence is what makes me think this is someone who probably needs to face some kind of jail sentence."
1,"This person should be deported. It is too expensive to put him back in prison.  He will just get out in less than a year anyway."
0,"The US should not spend money to imprison a citizen of another nation. This person should be sent back to their home country."
0,"I don't feel like prison is the answer in this case. It would just burden the prison system. A better option is to return them to their country of origin."
0,"Because the prisons are already filled up enough as it is. Plus, he has never been imprisoned before."
1,"Yeah, he is dangerous person to the united states and with him breaking a law by entering the country illegally he deserves to be punished. Otherwise, it will only encourage others with similar backgrounds to do the same. "
0,"This person should not be sent to prison because they are non violent offender.  I believe the government should give this person the tools to become a citizen legally.  They could then contribute to the nation, instead of draining it. "
0,"This person should not be sent to prison because he has no criminal past.  Odds are he was coming here for a better life.  The U.S. government should either send him back to his country or show him the way to citizenship.  There is a reason he came to the U.S. and instead of criminalizing his action the government should help."
0,"The U.S. government should deport this man back to his home country with a warning. If the man attempts to come into the country illegally ever again, then he should be sent to prison. He should also be barred from entering the U.S. legally (visa, etc.) for a short period (maybe 5 years). These actions need to be taken to secure our border and to stop the flow of unneeded and unwanted immigration."
1,"I think if he's a repeat offender then he should serve time just like any regular US citizen. It's one thing if he's contributing to society, but if he's here just to cause trouble, then we don't need him out in society. It really doesn't even matter if he's an illegal immigrant or not to me. He's served multiple prison sentences and it doesn't seem like he's learned anything from it."
1,"He's crossing the border illegally.  He already is a criminal.  He's had his chance so the US needs to put him in prison because he is a repeat offender."
1,"Remove the offender to his country of origin. It costs too much to keep him in prison not to mention the expense of a trial."
1,"He served the prison breaks for the previous crimes. Hence he cannot be sent to prison again. He might be deported back to his home country, has he was entering illegally."
0,"He should be deported but not imprisoned."
1,"He should be sentenced and deported back to his country. But since he won't be held accountable in his country, ie., won't serve time there, he should serve time in the US and upon the completion of his sentence deported back to his country. And while he's serving his time here, he should work to contribute to the cost of his incarceration. "
1,"Well he should be sent back to his home and dealt with there. I dont want wasting resources on people like that."
0,"The man should not be convicted. Really what crime did he commit jcame in illigally. That just seems unfair we should find out why he is here and idf good reason or in tentions help him stay legally."
0,"I'd like to know the extenuating circumstances. Our immigration system is broken so it would not be my first choice to just send someone away to prison versus deportation or other legal remedies as indicated. We imprison too many people as it is."
1,"He should be sent back to his own country. Our prisons are already overcrowded."
0,"Either deport or let him go. Keeping him in prison is foolish because it'll do nothing but cost the tax payers money and possibly turn him into a real criminal by exposing him to prison life."
0,"He hasn't really committed a crime in a global world without borders he was just trying to build a better life. prisons are for keeping the public safe, he represents no harm to the public. "
0,"He broke a law. If you break a law, you go to prison."
1,"The government should deport him because he is here illegally. I also feel like he is probably a danger to society since he has served time in prison. That is another reason he should be deported."
1,"No, I think they should let his home country deal with him and follow through with the deportation procedure. He has already been in jail so I'm not sure that is gonna help."
0,"THE PERSON CAN BE ALLOWED TO STAY IN THIS COUNTRY."
1,"Because he has prior offenses, the most important being a conviction for a violent offense."
1,"He came here illegally. He had already once been deported back to his home country. He was imprisoned twice - one for a violent crime. He belongs in jail, not back where he can try again."
0,"This person should not be sent to prison because they have not commited a crime besides entering the country illegally. They are not a danger to society and going to prison would not make them a better person."
1,"The person should be deported rather than sent to prison. There would seem no reason to keep the person in jail. the person should be tried by the laws of the country."
0,"I don't have enough information to make a decision. The person has never been imprisoned, but that doesn't mean the person has never committed a crime."
1,"He has broken the law. He has shown he will continue to break the law."
0,"It depends on why he's here. If a corporation or company or contractor lured him here with the promise of money for doing labor, then no.  If there is jail time for this sort of thing, then 1-3 days. Detention until they can be deported, or fine and they do whatever paperwork they need to do to enter the country legally.  "
0,"It is wrong that this man tried to enter the country illegally but he doesn't seem to have violated any other laws.  I think it is most appropriate if we send him back to his own country."
1,"I believe he should be held in an immigration center or jail facility until such time as he can be deported back to his home country. I do not think a prison sentence would be appropriate in this instance. However, there should be something in place to ensure that if the man re-enters the US illegally he would be subject to the fullest penalty the law allows."
0,"This person hasn't committed a crime before so there can be some assumption this illegal act is one of desperation, and perhaps with the right opportunity they won't offend again. Equally, there is no merit in this person becoming a burden on the US economy through the expense of prison and trial. They shluld just be deported home unless they have a good case for asylum. "
1,"I don't think he should be punished just for entering the country. I don't know the circumstances for which he is trying to live in this country, and he might have a very good reason for trying to do so. He served his time for past offenses and I feel he should be given a second chance as American citizens would be able to do so."
0,"I think he should have went through the proper steps but sometimes it's not an option. We are all immigrants in The United States we were not here first what right do we have to kick someone out!!!"
0,"I think the punishment for this crime should be to send the man back to his country if there must be punishment at all.  It would be silly for the U.S to put him in prison and have tax payers support the cost.  The man has done nothing wrong in the past and just made the mistake of coming here and getting caught.  It's not the grand deal that our country makes it out to be."
1,"Only if he's committed another crime. There are millions of people living very responsibly in this country who are here illegally. There's no reason to imprison them unless they've broken one of our laws - aside from the illegal immigration one!"
1,"He shouldn't be sent to prison in the USA.  He should be deported back to his country where they can decided to put him back in prison.  I would then change my answer to yes.  I would send him to prison in his country.  Not the USA where we are feeding, housing, caring, and providing medical for him."
0,"since this person seems to not have a record they should be given a chance to be here. at the very least they should just be sent back home. prison will solve nothing."
0,"Because imprisonment is not a good way to solve the immigration problem. Throwing people in jail will only anger and upset them, and waste taxpayer' money. We should have a vetting system and let the good people stay, deport those bad ones to ensure our country is safe."
0,"Yes, he apparently committed a crime by entering the US illegally but he hurt no one and shouldn't be sent to prison for this. He should be deported to his home country if safe to do so, otherwise he can apply for asylum."
0,"I think he should be deported. Why would we put stress on our already stressed prison system to accommodate a member of another country."
1,"He should be deported. He has a violent past and no real right to stay here. We shouldn't just throw him in jail or prison, we'd have to pay for that and he doesn't deserve that either. Send him back and i'd be fine with that."
1,"He already has a history of violence and time in jail. If he is let loose, he will do something that might hurt innocents."
1,""
1,"He has no regard for the laws of this country, he will commit a crime, and the government will be to blame."
1,"It's not because he is an illegal alien so much as that he has already been convicted of a violent crime and made to leave. The fact that he is sneaking back in again shows me that he has very little regard for the law in general and is likely to commit another violent crime"
1,"If this person had not been deported before, I would not say he should go to prison.  However, since he has a history of violence AND has already been deported once, clearly deportation is not a deterrent for staying out of the US."
0,"You should go through legal means to enter this country. Yes, he should have to go prison, or to a lesser extent, jail. "
1,"Yes, the U.S. government should send him to prison for the fullest term possible. Deporting him isn't going to solve the problem, mainly because he will just come back into the country again. Attempting to work out a deal with his country so he serves a prison sentence there more than likely wouldn't be the best thing either, depending on which country he is from. "
0,"This person does not deserve prison time. This person should simply be sent back to their country of origin."
0,"He shouldn't be sent to prison but he should be sent back to his country and should never be allowed to return."
0,"I do not think that this offense warrants a prison sentence. Each year a person is in prison costs a tax payer 50,000-60,000 dollars which is outrageous in itself. We don't need more burden on the people."
0,"Just deport him. He came here illegally, so he should be sent back to his home country."
1,"He is obviously a repeat offender. He has no respect for the law"
0,"America offers equality and a chance to start over for all. If someone comes here in search of the American Dream, they should be given a shot at achieving it. The ONLY exception to this should be if they are a danger to American citizens. There has to be something bad going on in their nation that they risked coming to a new country illegally. That should be given consideration,"
1,"The person should be sentenced to prison for the crime that he committed and then when he is let out of prison he should be deported again."
1,"yes he should. i think he knows what he is doing and just does not care"
0,"Did he do anything else wrong ? We are a country of immigrants, none of us would be here without immigration. Leave the people alone, they are just looking for a better life "
0,"he should be deported. we shouldn't waste money feeding him."
0,"The man probably had a good reason for coming to the U.S. He didn't do anything to harm or endanger anyone else. It would be a waste of money to keep him in prison."
1,"I think that since he is a felon (violent crime) and has already been deported once, he should be sent to prison for a year and then deported upon his release."
0,"No need - no record, non-violent. Just deport him."
1,"This is a repeat offender so I would put him in prison for sure. My first choice though would be to deport him back to his own country and let them deal with it. He is not worth wasting resources in a US prison."
0,"He should be punished for entering illegally. but not just because they are """"some"""" other country. And we should think about their families too. If they already living in country for years without doing any harm to the country, I don't think there is any reason to punish them."
1,"I think this person has a criminal record and has already been deported from the country once and returned illegally which leads me to believe that he may try to return again illegally in the future if let go without punishment. I think he should go to prison pending a trial into his immigration status and then deported again after his term is finished."
