tweet_id,text,expert1,expert2,expert3
1057492430_2020-07-09T18:53:45.000Z,When will trump realize he is not a king? Maybe today! #SCOTUS,-1,-1,-1
997099479236071424_2020-07-09T15:52:19.000Z,"Kavanaugh better be careful; pretty soon Trump's gonna be asking who paid  off his credit card debt.

#SCOTUS #TaxReturns @realDonaldTrump",-1,-1,-1
17056448_2020-07-10T02:01:02.000Z,"“In our judicial system, “the public has a right to every man’s evidence.”1 Since the earliest days of the Republic, “every man” has included the President of the United States” -Chief Justice John Roberts of the United States Supreme Court",0,0,0
25000779_2020-07-09T14:16:47.000Z,No one takes their case to the Supreme Court to avoid their taxes being released if they have nothing to hide.,-1,-1,-1
821167213658836992_2020-07-09T03:10:20.000Z,The SCOTUS is going to influence the election either way they rule so damn if I hear when they most likely vote in Trump’s favor in the opinion brief that “releasing the returns would unfairly influence the upcoming election”. Similar to when in 2000 they ruled for GWB,-1,-1,-1
303357413_2018-06-04T17:30:12.000Z,The Supreme Court’s ruling on Masterpiece Cakeshop v. Colorado Civil Rights Communion (7-2) was very surprising to me. Neglecting to speak on the “bigger issue” is a decision in and of itself.,0,0,-1
2849464520_2020-07-17T16:36:56.000Z,"Everybody pull, pry for Justice Guinsburg, hang in there Justice, do whatever it takes just don’t let the Rightwing wackos appoint another Supreme Court justices.",-1,-1,-1
226249905_2020-07-09T14:56:36.000Z,"How The Universe Works:

When the abomination in our White House has a very bad day, our capacity for having a very good day, is in direct proportion. This is a good day to have a good day because he is big mad. 
#SCOTUS",-1,-1,-1
910124566231621632_2020-07-10T04:12:10.000Z,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head",-1,-1,-1
1251950776047599617_2020-07-09T14:23:52.000Z,Breaking:   Supreme Court rules that Manhattan DA can obtain Trump’s tax returns.,0,0,0
877362138603372544_2020-07-09T01:56:55.000Z,"Maybe Trump will get the Coronavirus and SCOTUS will release his taxes at the same time. He can show us how to LIVE WITH the virus and NY state can have him arrested in January. 

@realDonaldTrump @POTUS",-1,-1,-1
4137664637_2020-07-09T14:22:41.000Z,Supreme Court rules against Trump again. Rules that Trump is NOT immune from state prosecution and must comply with state subpoena. BIG DEFEAT.,0,0,1
228889829_2020-07-18T22:35:57.000Z,Supreme Court just allowed Florida to suppress over 1 million voters despite it being a clear violation of the 14th Amendment based on wealth discrimination and I can't stop thinking about it,-1,-1,-1
564783805_2018-06-05T14:30:34.000Z,What’s the difference between a Christian Baker and a Halal meat market???  Nothing!!!  They have the right to run their business as they see fit.  Great decision by SCOTUS!!!!  #scotus #ReligiousFreedom #weddingcakes,1,1,1
29619901_2020-07-09T19:39:37.000Z,Obvious observation: The SCOTUS has been delivering very interesting rulings as of late 🤔,0,0,0
897908353_2018-06-04T14:43:29.000Z,Not surprised by the Supreme Court ruling given the specific circumstances surrounding Masterpiece Cakeshop. This is why we need Congress to codify equality for all LGBTQ Americans.,-1,0,-1
63542972_2020-07-09T20:07:29.000Z,"Hey #SCOTUS y’all know birth control prevents abortion right? 

wtf cc @PPTXVotes @PPFA",-1,-1,-1
18322285_2020-07-15T14:55:59.000Z,The common lawyer habit of having a heading immediately followed by a subheading drives me crazy.  Even the Supreme Court does it,-1,-1,-1
431938119_2020-07-09T15:58:03.000Z,Someone is having a meltdown over Supreme Court ruling.,-1,-1,-1
48116270_2018-06-04T14:48:47.000Z,Check out the new #SCOTUS rulings,0,0,0
447334955_2020-07-10T12:05:49.000Z,"Simplified explanation of Supreme Court rulings on Trump taxes:
-Voters don’t get to see them before the election
-future GOP Congress can still harass democratic presidents.
Perfect result for GOP controlled court. #ItsPolitics",-1,-1,-1
23808281_2018-06-04T14:21:33.000Z,Supreme Court rules FOR Colorado baker who wouldn't make same-sex wedding cake.,0,0,0
44408295_2018-06-04T23:06:24.000Z,"Today, lots of people are learning exactly what a narrow #SCOTUS ruling is ... and what it means! Still many will take the opportunity to take a victory lap without understanding the nuances of the ruling.",-1,0,-1
272803927_2018-06-05T22:30:37.000Z,"Unbelievable that in the US, the most advance and progressive country in the world the Supreme Court rules in favor of “religious beliefs ”. Let’s keep waiting for magic. Maybe magic will saves us all. #Coloradobaker",-1,-1,-1
1145774750897266689_2020-07-16T07:35:56.000Z,BREAKING: The US Supreme Court has cleared the way for the 2nd federal execution this week. (Per @AP),0,0,0
62826316_2020-07-10T00:17:22.000Z,A Supreme Court ruling by definition is not a hoax. Poor Donny can’t claim “absolute immunity” and his taxes have to be released. Poor lil’ dictator.,-1,-1,-1
137753512_2018-06-04T14:59:10.000Z,Ugh fuck scotus on many levels today,-1,-1,-1
546444079_2018-06-05T20:59:58.000Z,"Why would you want to give your money to someone who doesn’t like who you are anyway?  I’m giving my cake money to @Entenmanns❤️❤️

#scotus",1,1,1
19954886_2020-07-10T05:19:02.000Z,Omg he’s bragging about some mystical made up cognitive-test he “says” he took but we all know that only a  #SupremeLoser would lie about something like this. Truly a pathetic @POTUS we have to endure for 6 more months. #VoteBlue2020 #Biden2020 #SCOTUS,-1,-1,-1
927680123024891904_2020-07-09T16:49:53.000Z,"Haaaaaa! The Supreme Court ordered Trump to provide his tax returns. He's not going to take this one gently. Twittertantrum coming in 3....2....1

#SupremeCourt
#TrumpIsANationalDisgrace
#TrumpsTaxReturns",-1,-1,-1
15565732_2020-07-09T23:42:55.000Z,"#TrumpMeltdown is trending. Why? Because IMPOTUS is rattled. Really rattled. SCOTUS made it clear today that he is fair game for any court in the land—criminal or civil. He’s not handling it well. At all.

As potus, it’s time for him to go. But as a human being, it’s pitiful.",-1,-1,-1
926630645165682689_2020-07-09T16:50:19.000Z,"President Trumps TAXES?
SO NOW we get to see all Judges, Prosecutors, CONGRESS and all ELECTED &amp; APPOINTED Government Officials, Federal, State &amp; Local and OBAMA, BIDEN.
THANK YOU SUPREME COURT. (I am sure you have yours ready.)",-1,-1,-1
979792028_2018-06-04T15:19:29.000Z,"HEY #SCOTUS , 
What ever happened to the seperation of the church and state?
What about the Free Exercise Claise?
Are we going to support discrimination just because it is in our “deeply rooted belief” to do so?
What if my “deeply rooted belief” allowed me to rob? Is it then ok?",-1,-1,-1
19122528_2020-07-14T22:20:14.000Z,"The @IHSA_IL fought all the way to the Illinois Supreme Court to say FOIA rules did not apply to it because it was a private biz. Now, it wants to cede control during a pandemic to the government. GTFOH, and open up those books. #IHSA",-1,0,-1
4840061986_2018-06-07T11:23:49.000Z,"6/7/1965- SCOTUS issued its Griswold v. Connecticut decision, addressing contraceptives.",0,0,0
54399879_2018-06-04T14:39:39.000Z,“Narrow”?  @CNN 7-2 is narrow?  #fakenews #scotus The Supreme Court issues a 7-2 decision and CNN calls it narrow.,-1,-1,-1
96589027_2020-07-09T15:20:04.000Z,The Supreme Court came out swinging today.,0,0,0
27861379_2018-06-04T14:25:44.000Z,"So, since #SCOTUS has allowed discrimination against same sex couples, I guess we're also allowed to discriminate against Christians now, right? #Resist #EvangelicalLaw",-1,-1,-1
95775684_2020-07-10T00:09:51.000Z,"Today's huge step by @Scotus toward upholding indigenous sovereignty, combined with @JoyAnnReid announcing her move to MSNBC primetime makes 2020 suck a little less.",1,1,1
2875749191_2018-06-04T14:43:25.000Z,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation",1,1,1
1146601379131117568_2020-07-09T22:43:14.000Z,It seems we have 2 monarchists on the Supreme Court who believe trump should be untouchable I believe they are so biased they are unable to fulfill their constitutional duties and should be impeached .America deserves better .#ImpeachAlieto.#impeachthomas,-1,-1,-1
160251355_2020-07-09T17:36:43.000Z,There shouldn’t be another white appointée to the Supreme Court for like 59 years lol,-1,0,-1
444265079_2020-07-09T14:56:51.000Z,SCOTUS did exactly what AG Barr is too chicken shit to do. Work for America!!!👍👍👍👍,1,1,1
215340947_2018-06-06T21:32:33.000Z,Dear supreme Court Justice ask the FBI why they r still electronic interesting with this phone,0,0,-1
1093612574_2018-06-04T15:37:30.000Z,In light of today’s #SCOTUS ruling I’d like to state for the record that as a wedding celebrant/officiant it is my pleasure and sincere honor to work with ALL people. Read through my reviews on @theknot to see how I never embarrass my customers in front of their mother.,1,1,1
2873569272_2018-06-04T15:04:08.000Z,What a way to start off #PRIDE month @Scotus 😡,-1,-1,0
1465982610_2020-07-09T14:27:37.000Z,"Now that #SCOTUS has said the President’s tax returns can be reviewed, does that mean the tax returns of every other elected official can be reviewed? #ThursdayThoughts",0,0,0
511949828_2020-07-09T17:25:04.000Z,"So @TheRickWilson , @RadioFreeTom , @ProjectLincoln  - how much of a stretch is it to believe that someone from a conservative SCOTUS justice leaked today’s ruling to the WH weeks ago which set Barr in motion to remove Berman and tamp down the investigation? Seem’s legit to me.",0,0,-1
14678264_2018-06-04T14:55:41.000Z,"For those trying to read the extremely complicated  cake decision from SCOTUS, don’t expect clear guidance for either side. The decision appears to have been made on procedural merits of fairness or lack thereof. #utpol",0,0,0
63610101_2018-06-04T14:27:43.000Z,The Supreme Court strikes against extreme Lib intervention again! Hallelujah 🙌. 7-2 vote. #winning,1,1,1
2943179414_2018-06-05T07:10:20.000Z,i really don’t know how to feel about the supreme court decision about gay cake,0,0,0
629034869_2018-06-05T21:55:00.000Z,"A great two part series in the NY Times magazine section on a wrongly convicted man solely on fake blood spatter testimony by ""experts"" with 40 hrs. of ""training"". CSI is #1 worldwide  How many lives destroyed? The Supreme Court of MN  affirmed blood splatter testimony.",-1,-1,-1
784583306528579589_2018-06-04T22:54:13.000Z,Big win for religious liberty in our country today! I'm proud of our Supreme Court for following the Constitution instead of following a liberal party line. You should never be able to impede someone's rights under the Constitution to satisfy someone else's constitutional rights.,1,1,1
41383445_2018-06-04T17:09:15.000Z,Supreme Court sided with Christian baker!! 7-2,1,1,0
116082126_2018-06-04T14:55:10.000Z,"a 7-2 Supreme Court decision is not a ""narrow margin"", idiot.",-1,-1,-1
1154841289_2020-07-09T16:35:01.000Z,"So I am betting rumproast never read the memo about how he CANNOT fire @scotus judges, even if he appointed them 😂😂😂
#WearADamnMask",-1,-1,-1
367526812_2018-06-04T14:46:47.000Z,Happy Monday to everyone except the Supreme Court! Gay people deserve cakes to be made for them too!!!!!!,-1,-1,-1
217242074_2020-07-09T14:18:35.000Z,SCOTUS says POTUS not immune to NY subpoena for his tax returns. End of beginning or beginning of end?,-1,0,0
3391473939_2020-07-09T15:16:08.000Z,"SCOTUS. What did I miss? T
The Grand Jury Process will likely drag on past the election.",0,-1,0
348631558_2020-07-09T15:10:36.000Z,"So now that SCOTUS has kicked the Trump tax issue down the road til after the Nov 3rd election, when will they rule on the corruptness of the previous administrations?  Just asking for a friend...",-1,-1,-1
91305944_2020-07-10T20:42:48.000Z,"On the last day of session of The Supreme Court, takeaways, Chief Justice Roberts’ agreed with the majority 97% of the time, Roberts’ Court also chose who writes the majority opinion, impt. bc it can either be narrow or written broadly. #SupremeCourt #SupremeCourtrecess #SCOTUS",0,0,0
304719521_2018-06-04T21:51:43.000Z,Supreme court did not put up with liberal narrative bull shit innuendoes. Go supreme court!.  #thefive,1,1,1
38343869_2018-06-04T15:17:49.000Z,"This #SCOTUS ruling has me in a really dark place where I’m wishing death on random people who are happy about it, which obviously isn’t healthy. I think I need to unplug today.",-1,-1,-1
747586640852455424_2020-07-11T02:26:58.000Z,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS",-1,-1,-1
2595751645_2020-07-09T13:57:39.000Z,SCOTUS PLEASE VOTE IN FAVOR OF RELEASING TRUMP’S TAXES,0,0,0
1472799806_2020-07-11T14:53:51.000Z,Indigenous people should be protected because they don’t look like what indigenous people are supposed to look like he admits to forcing himself on women he tried to get a child molesters in Congress did get a rapist on the Supreme Court these are fact as well as trump admit to,-1,-1,-1
231908962_2020-07-09T23:52:09.000Z,"The Supreme Court’s rulings will force President Trump to continue his legal battle in hopes of keeping his tax returns private. Trump called the decisions “a pure witch hunt” and “a hoax.”  per NBCNews.  A witch hunt by your appointees. 😅

I wish you were a hoax.",-1,-1,-1
910124566231621632_2020-07-10T01:55:23.000Z,"To try to paint these scotus rulings today as being a bad day  for trump is tantamount to putting lipstick on a pig. I am sick of hearing this spin today, even by the liberal media.",-1,-1,-1
211336585_2018-06-04T17:07:40.000Z,I’m hearing from a lot of people that a lot of people have no idea what a “narrow” opinion from the Supreme Court means.,-1,-1,0
72687434_2020-07-09T14:13:25.000Z,Inject Donald Trump’s tax returns directly into my veins. #SCOTUS,1,1,1
16507988_2020-07-09T14:19:43.000Z,My only concern is that if his own Supreme Court said ok to seeing the tax records maybe there is anything to see ?,0,-1,-1
1096509110_2018-06-04T14:21:50.000Z,#BreakingNews. The SCOTUS upheld the right of the baker to discriminate gay couple by refusing to make their wedding cake citing the religious rights.,0,0,-1
3047505972_2018-06-04T20:05:53.000Z,So a baker didn't bake a particular cake and it went to the scotus. Well McDonald's won't make me a whopper!!!! Lmao #MAGA #SCOTUS,1,1,1
912979125651959808_2018-06-04T14:28:50.000Z,Breaking Good News: Supreme Court rules in favor of Colorado baker that he cannot be forced to sell wedding cakes to same sex couples! Religious freedom!,1,1,1
17839813_2018-06-04T14:44:46.000Z,God bless our freedoms! Thank you SCOTUS 🙏,1,1,1
133088131_2020-07-09T15:18:27.000Z,"DAPL, Mascots, SCOTUS win in one week..... PINCH ME!",1,1,1
942241440855343104_2020-07-09T08:46:36.000Z,"The SCOTUS is expected to rule on Trump's financial disclosures today. 

Question: How will he distract us today? 

Expectation: A tweetstorm.",-1,0,-1
2405076308_2018-06-05T13:34:17.000Z,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters,1,0,1
2418277200_2018-06-04T15:09:12.000Z,"#LGBT did not lose in the supreme court cake case, we must try to keep balance, yes even under confusion",1,1,1
19680831_2020-07-10T02:54:05.000Z,"I feel about the today concluded term of our Supreme Court of the United States, and I feel as the late George H W Bush was said to feel about his memoir upon completion: “Good....but not great.” But boy oh boy will I take it!",1,1,1
1278734179384152064_2020-07-09T22:20:40.000Z,"Mark Levin says we have two justices, Thomas and Alito   and seven politicians on the Supreme Court. The President's private financial records are immune from scrutiny via the Constitution. Continued and  ongoing harassment even by his two new justices. No one can be trusted. BAD",-1,-1,-1
294868862_2020-07-09T03:53:33.000Z,"No person should ever have to justify to anyone, much less their employer or the SCOTUS why they need a medication. 

My birth control damn near saved my life, but I should never have to say that to anyone but my doctor. 

Keep your religious arguments out of my medicine cabinet.",-1,-1,-1
1921467014_2018-06-05T00:18:03.000Z,"What a sad day for America &amp; #SCOTUS.  Homophobia, hatred and bigotry won disguised as Religious Freedom.  If I wrote what I really what to happen to these  conservatives &amp; Republicans, I’d have FBI &amp; secret service knocking on my door.",-1,-1,-1
70555033_2020-07-09T02:59:40.000Z,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,-1,-1,-1
227825383_2018-06-04T15:29:04.000Z,"I would love to see the outrage from the right if the supreme Court ruled it was legal to discriminate against Republicans. 

Yes, private businesses can reserve the right to not serve anyone. But to single out a group of people, not one individual, is blatant discrimination.",-1,-1,-1
704581567_2018-06-05T01:35:06.000Z,Accurate headline: SCOTUS Finds CO Civil Rights Commission Unfairly Applied Law Against Bigoted Jerk of a Baker,-1,-1,-1
4766642130_2020-07-09T19:42:41.000Z,The Supreme Court has decided. @realDonaldTrump is #NotAboveLaw. The American people deserve to see Trump's tax returns and we demand their release now! Anyone in office should show their taxes 👍,1,1,1
1031576656203341824_2020-07-09T17:27:07.000Z,I guess you should have put Jeanine Pirro on the Supreme Court. She wouldn’t have betrayed you donnie darko. #ResignNowTrump #WorstPresidentEver,-1,-1,-1
328083283_2020-07-13T16:35:46.000Z,"The first 2 chaps of my diss are being published together, in one of the oldest constitutional law journals; regularly cited by SCOTUS. Don’t ever let folks tell you centering BlaQueer life &amp; analytic frames are incompatible w/legal un/thought. So much @hystericalblkns in there",1,0,0
195061778_2018-06-04T20:38:01.000Z,"Does this #SCOTUS  decision mean that now any health practitioner can refuse treatment to any race, religion or creed? @pattonoswalt @BBCocoBear @duffgoldman",-1,0,0
245555954_2020-07-09T15:48:54.000Z,I think the most important SCOTUS decision today is that half of Oklahoma belongs to native Americans. Trump tax case will continue to be kicked around. Not a dispositive ruling.,0,0,0
827919653032882178_2020-07-09T21:01:33.000Z,No day in the middle of a pandemic is good but SCOTUS and BLM did much to make today better 😷,1,1,1
32885835_2020-07-09T15:14:38.000Z,"Supreme Court rules  
Trump IS NOT IMMUNE (above the Law) from any NY Grand Jury actions in the Lower Courts. The NY
Prosecutor can now seek Trumps taxes.",1,0,0
21149324_2020-07-09T14:00:42.000Z,"If SCOTUS rules against Trump, I think he will resign before we ever see those docs.",-1,0,0
63363412_2020-07-09T12:48:32.000Z,SCOTUS should opened up Trump’s taxes to see the evidence of being a CON for his entire life. This will bring out the shadowy accountants doing his dirty taxes.,-1,-1,-1
920036844888195072_2018-06-04T20:08:38.000Z,"SCOTUS just set back gay rights,  on bakery decision.  If the couple were non-white , it would be considered discrimination. @Scotus @realDonaldTrump #gayrepublican #Bill of Rights #jimcrowelaws",-1,-1,-1
227723328_2020-07-09T14:50:04.000Z,"As important as the Supreme Court decisions are, let’s not lose sight of the one pertinent fact we already know for sure about Trump’s financial records: He is going to tremendous lengths to make sure we can’t see them. Why?",-1,0,0
363400810_2018-06-05T02:11:36.000Z,SCOTUS wedding cake decision is the religious right’s first big victory in limiting gay rights. The model is the long term effort limiting abortion rights that now barely exist.,-1,0,-1
1135602372191952896_2020-07-09T14:41:18.000Z,when SCOTUS is in session my anxiety goes on a rollercoaster,-1,-1,-1
154977758_2018-06-05T05:19:17.000Z,"re: #GayWeddingCake 
Inasmuch as I support 🏳️‍🌈 rights I think #SCOTUS made the right decision today. Had they sided with the couple would that have opened the door to, for instance, a black-owned bakery being obligated to bake a cake for the #kkk?",1,1,1
707302472_2020-07-09T19:36:21.000Z,"Wondering how the same R’s pissing and moaning about the #cancelculture feel ‘bout the current #SCOTUS ruling.😂😂

#TrumpTaxReturns",-1,-1,0
18468061_2018-06-04T18:20:22.000Z,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,-1,-1,-1
14596185_2020-07-11T22:44:09.000Z,"“[A federal pardon] extends to every [federal] offense known to the law, and may be exercised at any time after its commission, either before legal proceedings are taken or during their pendency, or after conviction and judgment.”

☯ SCOTUS Ex parte Garland, 71 U.S. 333",0,0,0
3054376353_2020-07-14T21:28:45.000Z,"Some people are very cynical, but what point this year do we honestly objectively think we pass the point where a SCOTUS vacancy cannot be filled before the next term?",0,0,0
126326889_2018-06-04T14:31:14.000Z,"If your religious beliefs stop you from serving all the people in the business you have chosen, you shouldn’t be doing that business. #scotus @SCOTUSblog #MasterpieceCakeshop #lgbt #PrideMonth2018",-1,-1,-1
84101158_2018-06-06T11:41:42.000Z,A gay couple made it's way to the Supreme Court over a cake What's Great about that Americans?,-1,-1,0
32885835_2020-07-09T13:43:10.000Z,"If every Presidential Candidate, and past POTUS, showed  their taxes, why should Trump be given a ""pass by the SCOTUS"" Todays decision must go in the favor of the Congress, The Investigators and We The People. He has gotten away with entirely too many secrets in 4 years.",-1,-1,0
2780842687_2018-06-04T14:45:31.000Z,The Supremes agreed a Colorado baker didn’t have to bake a wedding cake for a gay couple. Hello dark ages. We knew you weren’t far away. This is what happens when you don’t vote and allow Congress to hijack a Supreme Court nomination.,-1,-1,-1
947822706992537602_2018-06-07T12:07:19.000Z,"Homer Plessy was the plaintiff in the Supreme Court decision Plessy v. Ferguson. On this date in 1892, the Citizens' Committee asked Plessy to agree to violate Louisiana's Separate Car law that required the segregation of passenger trains by race. He was arrested.  #BlackHistory",0,0,0
3449849532_2018-06-04T16:31:26.000Z,#SCOTUS this is a great opportunity for LGBTQ+ Friendly entrepreneurs to start businesses.,1,1,1
24928470_2020-07-09T14:30:26.000Z,"So supreme court sends both cases down to the lower court,Trump is not immune to the law. So trump will delay.7-2.Of course trump will say he won,he didn't",0,0,0
55080186_2018-06-04T15:08:01.000Z,"The Supreme Court ruling was narrow, not the vote. There's a difference.",0,0,0
147634420_2018-06-04T17:01:28.000Z,"Ok, if a Jewish Baker refuses service to a Muslim or Christian or if a Christian Baker refuses service to a Muslim or Hindu, just because of their beliefs, #SCOTUS Supreme Court are they justified in their discrimination. Aren't we all just people? Are you starting something?",-1,0,-1
61639680_2018-06-04T14:25:57.000Z,Am I the only person annoyed by SCOTUS narrowly deciding free exercise/establishment clause cases?,-1,-1,-1
494394593_2018-06-04T14:26:55.000Z,#BREAKING: The @AP is reporting that the Supreme Court has ruled narrowly for a Denver baker who wouldn't make a same-sex couple a wedding cake.,0,0,0
311276757_2020-07-09T14:26:04.000Z,"Justice for The People 7
Trump 2
Good Job #SCOTUS",1,1,1
3493563087_2020-07-09T14:46:45.000Z,"Son of a bitch...SCOTUS did it?!!
And Trump's 2 hand picked Justices ruled against him?
The world just shifted on it's axis...
Wow
#TrumpTaxes",1,1,1
1001835050889957376_2020-07-14T23:38:59.000Z,Scotus’ new nickname: The Orange Dick.🤣🌊♐️,-1,-1,-1
227930084_2020-07-09T20:49:53.000Z,Congratulations to the indigenous people of Oklahoma on this monumental decision by SCOTUS!,1,1,1
1550884686_2018-06-05T04:20:33.000Z,"I refuse to call this Masterpiece Cakeshop wedding cake mess a victory. No matter how you spin this, the bottom line is that our highest court failed to resolve this matter once and for all. #MasterpieceCakeshop #wedding #marriage #LGBT #Gay #Queer #LGBTQ #SCOTUS #civilrights",-1,-1,-1
1023199332_2020-07-09T14:09:22.000Z,Refreshing twitter for the #scotus trump tax decision like I’m trying to get Beyoncé tickets,1,0,0
26913750_2020-07-09T14:13:07.000Z,Incoming ruling! #SCOTUS,1,0,0
1190041766390566914_2020-07-09T18:59:41.000Z,"Supreme Court gives back half of Oklahoma, what a good day for SC",1,1,1
2796121842_2018-06-05T12:01:03.000Z,"Make no mistake. The Supreme Court cake case has more to do with race than it does who you love. They just paved the way to refusing service to anyone. Good luck, everyone. It's 1965. #lunchcounter",-1,-1,-1
785576338740523010_2020-07-09T12:23:44.000Z,"Good morning, some stories to follow:

-Search for ‘Glee’ actress @NayaRivera in CA lake, presumed dead.
-#SCOTUS expected to make ruling on @realDonaldTrump’s tax records.
-Heath officials in #Tulsa say Trump rally likely led to #coronavirus spike.",0,0,0
896002384056340481_2020-07-11T15:27:03.000Z,"Supreme Court: No one is above the law.
Trump: Hold my beer.",-1,-1,-1
751371362_2020-07-09T14:16:13.000Z,Ready for the rage tweets to begin about how the SCOTUS has been overtaken by far left radicals and the US is in danger. 😆,-1,-1,0
14253400_2018-06-04T20:53:57.000Z,"daily reminder:

- only illegal if Dems do it
- only a dictatorship if the president's brown
- only an activist judge if you disagree
- only a SCOTUS pick if @FDRLST says so

only VOTING will change this paradigm. #midterms",-1,-1,0
720835462022037504_2020-07-20T05:09:31.000Z,"With Eastern Oklahoma now being  a reservation as declared by the U.S. Supreme Court in McGirt, that means that Oklahoma’s medical marijuana laws are now illegal under federal law in the Muscogee (Creek) Nation - the eastern half of #Oklahoma 

Changes could happen.",0,0,0
43727212_2020-07-09T14:20:20.000Z,Thank you Supreme Court for upholding the rule of law. @SCOTUSblog,1,1,1
757742231251845120_2020-07-09T20:56:19.000Z,"What SCOTUS did is dangerous. They did not allow the people of Oklahoma to vote for what SCOTUS ruled. What they should have done, is put it on a ballot and allow the people to vote for it.",-1,-1,-1
70426799_2020-07-09T14:57:07.000Z,"Make no mistake, we’ve had monumental SCOTUS wins this year. But unless we want to spend a lifetime being governed by CJ Roberts’ mood, we have to elect leaders to codify our progress into law.

That means holding the House, retaking the Senate, and putting Joe Biden in the WH.",1,0,1
95814465_2018-06-04T21:20:33.000Z,"Leave it to SCOTUS to put off a definitive ruling on religious freedom v same sex rights by ruling that Colorado Civil Rights Commission did not give Masterpeice CakeShop a fair hearing. Government Agencies are not exactly known for fair hearings, &lt;cough&gt; @NLRB &lt;cough&gt;.",-1,-1,-1
3322601280_2020-07-09T15:26:09.000Z,"BREAKING: Trump appeals Supreme Court ruling to his Russian handler, Vova. 😂🤣",-1,-1,-1
366916672_2020-07-09T18:44:54.000Z,So @realDonaldTrump is not a happy camper with the latest verdicts from #SCOTUS   Well cry me a river.,-1,-1,-1
339275675_2020-07-09T12:14:51.000Z,1. What I expect from the SCOTUS on ruling on trumps financial records: if they don’t rule in his favor of breaking our tax laws they will give him a year to produce them. Someway they will give him the advantage the way they did postponing it for a year which is an utter d’grace,-1,-1,-1
35963209_2018-06-04T15:05:08.000Z,the supreme court........sucks,-1,-1,-1
25034807_2020-07-09T14:37:23.000Z,"On the congressional subpoenas, SCOTUS seems to mainly have thrown up their hands “you might be able to get them, we can’t tell.” The state prosecutor case was much more clear cut.",-1,-1,0
14171334_2018-06-04T15:47:29.000Z,Fucking Supreme Court.,-1,-1,-1
31524049_2020-07-09T15:02:46.000Z,SCOTUS from the top rope,1,1,1
54143577_2020-07-09T17:01:35.000Z,"SCOTUS handed Pres. Trump a partial, ruling that he isn't ""categorically immune"" from having his pre-presidential financial records released to a NY grand jury. But in a 2nd ruling on the House's request for similar info., it appeared to question breadth of congress authority.",0,0,0
745741896895471616_2018-06-05T01:24:28.000Z,Marsha Coyle explains on NPR today’s ruling. It is narrow but how can this not discrimination? #SCOTUS #CakeEquality #LGBQT #Pride,-1,-1,-1
759779641_2020-07-09T12:39:54.000Z,"SCOTUS to rule McGirt v Oklahoma and if the Muscogee Creek reservation (which is most of eastern OK and Tulsa) is still intact. Reservations can only be disestablished by an act of Congress, which did not happen here. Case has Tribal sovereignty and jurisdictional implications.",0,0,0
329433192_2018-06-04T14:56:19.000Z,Imagine thinking “narrow” means number of #SCOTUS (for or against) but not knowing it actually means the scope of the ruling/argument. Smh 🙄,-1,-1,-1
3222012967_2018-06-04T17:08:45.000Z,"Between Trump's ""I am the Law"" tweets and the SCOTUS cake decision today, suddenly there thousands more legal experts. It's going to be a long day.",-1,-1,-1
4685818704_2020-07-14T13:38:09.000Z,The Supreme Court overturned a district courts ruling on a stay for a death row inmate at 2 am and the trump administration executed someone for the first time in 17 years this morning. We’re in hell.,-1,-1,-1
756034_2020-07-09T14:27:30.000Z,"Also: SCOTUS rules the President MUST turn his tax returns over to SCNY *unless* he can make a legal argument to prove he can’t.  
Also also: POTUS can not ignore Congressional subpoena for tax returns just because he’s POTUS.",0,0,0
153494113_2020-07-09T16:59:19.000Z,"I’ll be joining @NicolleDWallace at the top of the 4 pm hour on MSNBC to discuss the latest SCOTUS decisions re Trump financial records. Let’s just pretend quarantine hair and highlights aren’t an issue, shall we? See you soon!",0,0,0
385928589_2020-07-09T17:39:35.000Z,Is Trump beginning to realize that he can't fire Supreme Court justices?,-1,-1,-1
59940901_2018-06-04T16:29:47.000Z,When Marie Antoinette said Let Them Eat Cake did she mean everybody but Gay Couples who want to get married. Thats what the Supreme Court said,-1,-1,-1
926768370_2020-07-17T16:44:01.000Z,"If RBG leaves the court before the election (assuming a Biden win) and Trump/McConnell move to quickly replace her, the House must immediately expand the Supreme Court to 11 justices. Such blatant partisan hypocrisy should not be accepted.",-1,-1,-1
995328311713714176_2018-06-04T16:20:58.000Z,"Likewise, when we have a bully president, can he influence  the Supreme Court to give him ultimate power under the law? He should hold no sway over the courts nor the American  people.",-1,-1,-1
330119492_2020-07-18T18:37:38.000Z,Supreme Court justices should not have lifetime appointments.,-1,0,-1
