tweet1,tweet2,text1,text2
153,601,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
74,872,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....","The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
128,297,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters
561,532,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?","I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
153,24,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!
882,879,Let’s go Supreme Court!!!! #smallwins,#SCOTUS reaffirms @realDonaldTrump is not above the law!
24,621,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
839,532,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
228,839,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head",U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.
24,259,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
356,932,the supreme court........sucks,"I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
561,153,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA
283,621,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS","republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
74,621,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....","republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
24,882,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,Let’s go Supreme Court!!!! #smallwins
321,634,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy."
879,212,#SCOTUS reaffirms @realDonaldTrump is not above the law!,I generally agree with today’s Supreme Court 1st Amendment ruling but the right to do a thing does not mean it is right to do that thing. The baker engaged in exlusionary and hateful behavior which ought to be condemned even if his right to do so has been upheld.
24,932,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,"I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
49,860,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
24,165,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
634,860,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.",The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
561,882,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",Let’s go Supreme Court!!!! #smallwins
356,259,the supreme court........sucks,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
601,165,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
74,410,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....",Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.
303,839,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.
839,165,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
303,932,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,"I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
410,297,Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters
153,899,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop
74,49,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....",Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.
49,356,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,the supreme court........sucks
303,212,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,I generally agree with today’s Supreme Court 1st Amendment ruling but the right to do a thing does not mean it is right to do that thing. The baker engaged in exlusionary and hateful behavior which ought to be condemned even if his right to do so has been upheld.
24,601,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
165,297,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee",In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters
879,899,#SCOTUS reaffirms @realDonaldTrump is not above the law!,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop
24,860,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
146,622,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance"
634,932,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.","I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
356,165,the supreme court........sucks,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
165,410,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee",Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.
153,283,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
634,622,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.","Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance"
146,283,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
622,932,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance","I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
622,860,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance",The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
356,622,the supreme court........sucks,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance"
303,532,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
561,872,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?","The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
303,621,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
128,622,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance"
146,128,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.
601,860,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
146,932,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,"I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
153,356,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,the supreme court........sucks
24,283,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
634,532,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.","I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
356,283,the supreme court........sucks,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
153,228,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head"
228,259,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head","Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
303,517,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,"The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
228,622,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head","Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance"
283,860,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS",The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
49,932,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,"I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
839,259,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
561,303,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT
839,601,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
356,899,the supreme court........sucks,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop
297,259,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
74,839,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....",U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.
601,297,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters
321,165,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
146,517,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,"The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
297,932,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters,"I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
228,410,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head",Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.
212,860,I generally agree with today’s Supreme Court 1st Amendment ruling but the right to do a thing does not mean it is right to do that thing. The baker engaged in exlusionary and hateful behavior which ought to be condemned even if his right to do so has been upheld.,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
532,410,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable.",Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.
146,860,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
165,932,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee","I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
561,932,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?","I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
410,882,Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.,Let’s go Supreme Court!!!! #smallwins
882,872,Let’s go Supreme Court!!!! #smallwins,"The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
49,601,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
228,621,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head","republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
321,49,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.
146,165,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
153,146,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.
165,879,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee",#SCOTUS reaffirms @realDonaldTrump is not above the law!
321,882,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,Let’s go Supreme Court!!!! #smallwins
128,601,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
146,899,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop
899,259,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
228,532,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head","I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
410,860,Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
532,872,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable.","The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
321,532,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
153,165,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
303,165,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
